,Identification,, Pricing ,,Product Attributes,,,,,,,,,Site Status,,Shop Segmentation,Fulfillment,,Sales Operation,,,,,,,,,,,,,
Product Name,Variant Name,SKU, Retail Price , Sale Price ,Length (in),Width (in),Foam Thickness (in),Weight,Straps, Line Length (ft) , Color , Description , Image URL ,Live on site?,Woo ID,Which Shop?,Flat Rate,Oversized?,Opening Stock,Reorder Level,Labor Cost,Inventory Valuation Method,Brand,Is Returnable Item,Variant ID,Variant Type,Taxable,Product Type,Product ID,UPC,EAN,ISBN
Slim+,"Slim+-Black/8 ft/Short (24"")",SLI-8F-SHO-BLA, $ 660.00 , $ 620.00 ,96,7,6,4,"Short (24"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,100,fifo,PilePad,true,2663788000013062949,inventory,true,goods,,,,
Slim+,"Slim+-Black/8 ft/Standard (52"")",SLI-8F-STA-BLA, $ 660.00 , $ 620.00 ,96,7,6,4,"Standard (52"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,100,fifo,PilePad,true,2663788000013062951,inventory,true,goods,,,,
Slim+,"Slim+-Black/8 ft/Large (72"")",SLI-8F-LAR-BLA, $ 672.00 , $ 632.00 ,96,7,6,4,"Long (72"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,100,fifo,PilePad,true,2663788000013062953,inventory,true,goods,,,,
Slim+,"Slim+-Black/10 ft/Short (24"")",SLI-10-SHO-BLA, $ 825.00 , $ 775.00 ,120,7,6,5,"Short (24"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,125,fifo,PilePad,true,2663788000013062955,inventory,true,goods,,,,
Slim+,"Slim+-Black/10 ft/Standard (52"")",SLI-10-STA-BLA, $ 825.00 , $ 775.00 ,120,7,6,5,"Standard (52"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,125,fifo,PilePad,true,2663788000013062957,inventory,true,goods,,,,
Slim+,"Slim+-Black/10 ft/Large (72"")",SLI-10-LAR-BLA, $ 837.00 , $ 787.00 ,120,7,6,5,"Long (72"")",, Black ," Whoever invented those black rubber dock strips didn’t care about your boat. We do. Our Slim+ is a renaissance in dock fenders. Slim+ is instant relief for your boat at the dock. Thick enough to keep you safe from barnacles, soft enough for the most custom paint job, and straps on without a single tool.

Choose Your Strap Length
Different applications need different strap sizes. Choose your preferred size at checkout. 

Short 24” objects with 9” diameter, or smaller
Standard 52” most dock applications
Long 72” (+$6/each) for odd shapes and unique locations

- Includes 2 straps
- Beveled edges for a premium look
- Durable, UV-resistant outer shell
- Connect Slim+ together for a larger pad
- Ships directly to your door
- Best Use: Dock pilings, bring-a-long fenders ", Coming Soon ,TRUE,,PilePad,,No,0,,125,fifo,PilePad,true,2663788000013062959,inventory,true,goods,,,,
Bow Piling Set,Set-Bow Pilings/6 ft/Black,SET-6F-PPX-BLA," $ 1,160.00 "," $ 1,060.00 ",72,27,3,12,,, Black ," Unsure where to start? Our Bow Piling Set is the most popular combination for protection at slip entry, comprised of a PilePad XL and XL Link, totaling 6' of padded protection on each piling. 

Includes:
(2) PilePad XL & (2) XL Links ", DSC00500.JPG ,TRUE,,PilePad,,Yes,0,,120,fifo,PilePad,true,2663788000013062960,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/36 in,POL-36I-2IN-BLA, $ 158.98 , $ 143.08 ,36,2,,1,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056093,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/42 in,POL-42I-2IN-BLA, $ 161.44 , $ 145.30 ,42,2,,1.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056095,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/48 in,POL-48I-2IN-BLA, $ 163.91 , $ 147.52 ,48,2,,1.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056097,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/54 in,POL-54I-2IN-BLA, $ 166.37 , $ 149.73 ,54,2,,1.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056099,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/60 in,POL-60I-2IN-BLA, $ 168.83 , $ 151.95 ,60,2,,1.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056101,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/66 in,POL-66I-2IN-BLA, $ 171.30 , $ 154.17 ,66,2,,2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056103,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/72 in,POL-72I-2IN-BLA, $ 173.76 , $ 156.38 ,72,2,,2.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056105,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/78 in,POL-78I-2IN-BLA, $ 176.22 , $ 158.60 ,78,2,,2.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056107,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/84 in,POL-84I-2IN-BLA, $ 178.69 , $ 160.82 ,84,2,,2.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056109,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/90 in,POL-90I-2IN-BLA, $ 181.15 , $ 163.04 ,90,2,,2.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056111,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/96 in,POL-96I-2IN-BLA, $ 183.61 , $ 165.25 ,96,2,,3,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056113,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/102 in,POL-102-2IN-BLA, $ 186.08 , $ 167.47 ,102,2,,3.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056115,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/108 in,POL-108-2IN-BLA, $ 188.54 , $ 169.69 ,108,2,,3.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056117,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/114 in,POL-114-2IN-BLA, $ 191.00 , $ 171.90 ,114,2,,3.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056119,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/120 in,POL-120-2IN-BLA, $ 193.47 , $ 174.12 ,120,2,,3.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056121,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/126 in,POL-126-2IN-BLA, $ 195.93 , $ 176.34 ,126,2,,4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056123,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/132 in,POL-132-2IN-BLA, $ 198.40 , $ 178.56 ,132,2,,4.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056125,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/138 in,POL-138-2IN-BLA, $ 200.86 , $ 180.77 ,138,2,,4.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056127,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/144 in,POL-144-2IN-BLA, $ 203.32 , $ 182.99 ,144,2,,4.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056129,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/150 in,POL-150-2IN-BLA, $ 205.79 , $ 185.21 ,150,2,,4.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056131,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/156 in,POL-156-2IN-BLA, $ 208.25 , $ 187.43 ,156,2,,5,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056133,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/162 in,POL-162-2IN-BLA, $ 210.71 , $ 189.64 ,162,2,,5.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056135,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/168 in,POL-168-2IN-BLA, $ 213.18 , $ 191.86 ,168,2,,5.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056137,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/174 in,POL-174-2IN-BLA, $ 215.64 , $ 194.08 ,174,2,,5.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056139,inventory,true,goods,,,,
PolePad,PolePad-Black/2 in/180 in,POL-180-2IN-BLA, $ 218.10 , $ 196.29 ,180,2,,5.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056141,inventory,true,goods,,,,
